"","TEid","Week","ID","Unit","GTreat","Month","Depth","Velocity","Total Fish","Prob.  Fish","Prob.Lepomis","Log(probFish+1)","Enc2","TreatA","Treatment.x","ChlA.ug.cm2","AFDMg.cm2","sdAFDM","ChlA.g.cm2","AutoIndex","Structure","richness","Shannon","TotalN","TotalBM.mg","BMDensity.mgpm2","Enc","Treatment.y","Type","Spp","basketn","Density.npm","Enclosure","BMDensity.gpm2"
"74","w12C04","w12",6,"C4","ACTLIVE","Oct",0.56,0.015,6,0.25,0.208333333,0.0969100130080564,"C04","ACTL","ACTL",0.539432625976206,0.000173453996983406,1.06652606514033e-05,5.39432625976206e-07,321.548954643795,1.15,16,1.56513908884897,61.6666666666667,97.7162258745775,982.566373801685,"C04","ACTL","Ctrl","Ctrl",3,620.077090665326,"C4",0.982566373801685
"75","w12C05","w12",24,"C5","AMBLIVE","Oct",0.48,0.008,4,0.166666667,0.166666667,0.0669467897546973,"C05","AMBL","AMBL",0.314669031819454,0.000541101055806937,5.5992618419743e-05,3.14669031819454e-07,1719.58788787771,3.2,17,1.72060547354605,83.5,83.1641518805652,1254.3612651669,"C05","AMBL","Live","ACT",2,1259.42684766214,"C5",1.2543612651669
"76","w12C06","w12",9,"C6","ACTLIVE","Oct",0.59,0.025,0,0,0,0,"C06","ACTL","ACTL",0.224763594156753,0.000452488687782811,0.000159978909770734,2.24763594156753e-07,2013.17606385686,2.66666666666667,19,1.95094727214428,54.3333333333333,86.274663075918,867.51797964724,"C06","ACTL","Ctrl","Ctrl",3,546.338193397017,"C6",0.86751797964724
"77","w12C07","w12",36,"C7","AMBSHAM","Oct",0.54,0.024,15,0.625,0.625,0.210853365314893,"C07","AMBS","AMBS",1.39353428377187,0.000442433383609872,8.53220852110686e-05,1.39353428377187e-06,317.490131934424,2.15,14,1.59665154861811,77,85.7186084890339,861.926681639356,"C07","AMBS","Live","AMB",3,774.258421317245,"C7",0.861926681639356
"78","w12C08","w12",25,"C8","AMBLIVE","Oct",0.59,0.027,1,0.041666667,0.041666667,0.0177287670994059,"C08","AMBL","AMBL",0.269716312988103,0.000452488687782781,0.00015997890977073,2.69716312988103e-07,1677.6467198806,1.7,18,1.9549839649595,74,64.315862638684,970.073342966576,"C08","AMBL","Live","ACT",2,1116.13876319759,"C8",0.970073342966576
"79","w12C09","w12",13,"C9","ACTSHAM","Oct",0.61,0.022,1,0.041666667,0.041666667,0.0177287670994059,"C09","ACTS","ACTS",0.539432625976206,0.000326797385620907,0.000106652606513836,5.39432625976206e-07,605.816871068013,2.1,16,1.44926703212856,64.6666666666667,73.868857038202,742.77382642737,"C09","ACTS","Sham","AMB",3,650.24300318418,"C9",0.74277382642737
"80","w12C10","w12",35,"C10","AMBSHAM","Oct",0.57,0.031,2,0.083333333,0.083333333,0.0347621061255828,"C10","AMBS","AMBS",0.629338063638907,0.00217760180995476,0.00262632043540253,6.29338063638907e-07,3460.14635975395,2.38888888888889,17,0.778998281283902,110.666666666667,113.047523152984,1136.727231302,"C10","AMBS","Live","AMB",3,1112.78699513994,"C10",1.136727231302
"81","w12D01","w12",14,"D1","ACTSHAM","Oct",0.55,0,1,0.041666667,0.041666667,0.0177287670994059,"D01","ACTS","ACTS",1.43848700260322,0.00015837104072399,7.99894548853472e-05,1.43848700260322e-06,110.095565992176,2.11111111111111,15,1.78708764921603,73.3333333333333,75.4863262576943,759.037971419752,"D01","ACTS","Sham","AMB",3,737.38897268309,"D1",0.759037971419752
"82","w12D02","w12",15,"D2","ACTSHAM","Oct",0.53,0,4,0.222222222,0,0.0871501756399376,"D02","ACTS","ACTS",3.05678488053184,0.000233785822021107,3.19957819541152e-05,3.05678488053184e-06,76.4809534063227,1.75,15,1.56494754853034,62.3333333333333,73.2975428743108,737.029088731129,"D02","ACTS","Sham","AMB",3,626.780626780627,"D2",0.737029088731129
"83","w12D03","w12",26,"D3","AMBLIVE","Oct",0.5,0,14,0.583333333,0.583333333,0.199572354813774,"D03","AMBL","AMBL",2.96687944286913,0.000301659125188537,0,2.96687944286913e-06,101.675558780648,1.77777777777778,12,1.11178779546669,72.6666666666667,102.452883314906,1030.19490512726,"D03","AMBL","Live","ACT",3,730.68543656779,"D3",1.03019490512726
"84","w12D04","w12",45,"D4","CONTROL","Oct",0.6,0,4,0.166666667,0.125,0.0669467897546973,"D04","CTRL","CTRL",0.359621750650804,0.000339366515837109,0,3.59621750650804e-07,943.676279932902,NA,11,1.45794013680816,78,73.7997581223598,1113.11852371583,"D04","CTRL","Sham","ACT",2,1176.47058823529,"D4",1.11311852371583
"85","w12D05","w12",46,"D5","CONTROL","Oct",0.49,0,6,0.25,0.208333333,0.0969100130080564,"D05","CTRL","CTRL",1.39353428377187,0.000610859728506787,0.000757233506248049,1.39353428377187e-06,438.352852613987,NA,14,1.03037569857656,77,101.51158587328,1020.72987303449,"D05","CTRL","Sham","ACT",3,774.258421317245,"D5",1.02072987303449
"86","w12D06","w12",27,"D6","AMBLIVE","Oct",0.59,0.002,1,0.041666667,0.041666667,0.0177287670994059,"D06","AMBL","AMBL",0.584385344807557,0.000392156862745099,0.000156423822886901,5.84385344807557e-07,671.05868795228,2.65,17,1.30127535323828,109,164.544219652956,1654.54217851137,"D06","AMBL","Live","ACT",3,1096.02815485168,"D6",1.65454217851137
"87","w12D07","w12",7,"D7","ACTLIVE","Oct",0.59,0.009,1,0.041666667,0,0.0177287670994059,"D07","ACTL","ACTL",0.89905437662701,0.000120663650075418,2.13305213027356e-05,8.9905437662701e-07,134.211737590459,1.88888888888889,13,1.14735838414772,66.6666666666667,108.854893665251,1094.56906651836,"D07","ACTL","Ctrl","Ctrl",3,670.353611530082,"D7",1.09456906651836
"88","w12D08","w12",40,"D8","AMBSHAM","Oct",0.61,0.013,0,0,0,0,"D08","AMBS","AMBS",0.494479907144856,0.000220588235294118,7.99894548853473e-06,4.94479907144856e-07,446.101514150095,1.78571428571429,19,1.57663795610455,131.666666666667,183.922604208866,1849.39772960147,"D08","AMBS","Live","AMB",3,1323.94838277191,"D8",1.84939772960147
"89","w12D09","w12",16,"D9","ACTSHAM","Oct",0.58,0.013,6,0.25,0.25,0.0969100130080564,"D09","ACTS","ACTS",2.15773050390482,0.000387129210658619,0.000124428040932762,2.15773050390483e-06,179.414996431684,3.27777777777778,12,0.838610453323709,75.3333333333333,102.291947598805,1028.57664754958,"D09","ACTS","Sham","AMB",3,757.499581028993,"D9",1.02857664754958
"90","w12D10","w12",50,"D10","CONTROL","Oct",0.65,0,0,0,0,0,"D10","CTRL","CTRL",0.719243501301608,9.04977375565511e-05,9.59873458624167e-05,7.19243501301608e-07,125.823503991038,NA,11,1.19921487042809,72,50.4103899964226,760.337707336691,"D10","CTRL","Sham","ACT",2,1085.97285067873,"D10",0.760337707336691
"91","w12E01","w12",28,"E1","AMBLIVE","Oct",0.55,0.006,2,0.083333333,0.041666667,0.0347621061255828,"E01","AMBL","AMBL",2.87697400520643,0.000154600301659119,0.000253650528790973,2.87697400520643e-06,53.7371214961764,1.11111111111111,9,1.19538562229451,20.6666666666667,33.7738625553464,339.606461089456,"E01","AMBL","Live","ACT",3,207.809619574325,"E1",0.339606461089456
"92","w12E02","w12",37,"E2","AMBSHAM","Oct",0.62,0.034,6,0.25,0.25,0.0969100130080564,"E02","AMBS","AMBS",1.30362884610917,0.000286576168929112,NA,1.30362884610917e-06,219.829570191265,1.65,16,1.92220799961097,41.6666666666667,34.6142245701441,348.056556763641,"E02","AMBS","Live","AMB",3,418.971007206301,"E2",0.348056556763641
"93","w12E03","w12",18,"E3","ACTSHAM","Oct",0.58,0.034,2,0.083333333,0.083333333,0.0347621061255828,"E03","ACTS","ACTS",1.97791962857942,0.000173453996983406,2.13305213027593e-05,1.97791962857942e-06,87.6951694483077,3.2,11,0.970149099148727,83,83.2831733707807,837.437640731832,"E03","ACTS","Sham","AMB",3,834.590246354952,"E3",0.837437640731832
"94","w12E04","w12",29,"E4","AMBLIVE","Oct",0.63,0.01,3,0.125,0.041666667,0.0511525224473813,"E04","AMBL","AMBL",0.539432625976206,0.000150829562594252,0.000106652606513796,5.39432625976206e-07,279.607786646751,1.5,12,1.39096437519845,69.5,59.9325392584907,903.959868152198,"E04","AMBL","Live","ACT",2,1048.26546003017,"E4",0.903959868152198
"95","w12E05","w12",47,"E5","CONTROL","Oct",0.67,0.035,1,0.083333333,0.083333333,0.0347621061255828,"E05","CTRL","CTRL",1.03391253312106,6.59879336349852e-05,1.86642061399144e-05,1.03391253312106e-06,63.8235165171932,NA,12,1.65484862670667,65,36.6954262767718,553.475509453571,"E05","CTRL","Sham","ACT",2,980.392156862745,"E5",0.553475509453571
"96","w12E06","w12",10,"E6","ACTLIVE","Oct",0.58,0.014,0,0,0,0,"E06","ACTL","ACTL",1.34858156494052,0.000482654600301656,6.39915639083015e-05,1.34858156494052e-06,357.897966907879,3.05,18,1.56198465207183,93.6666666666667,125.25829401763,1259.51024653223,"E06","ACTL","Ctrl","Ctrl",3,941.846824199765,"E6",1.25951024653223
"97","w12E07","w12",19,"E7","ACTSHAM","Oct",0.6,0.008,5,0.208333333,0.208333333,0.0821867560675447,"E07","ACTS","ACTS",-0.134858156494052,0.000103695324283548,3.99947274426736e-05,-1.34858156494052e-07,-768.921413278562,1.22222222222222,18,1.6172246051693,63,52.6508282774675,529.420093287758,"E07","ACTS","Sham","AMB",3,633.484162895928,"E7",0.529420093287758
"98","w12E08","w12",48,"E8","CONTROL","Oct",0.72,0.017,2,0.083333333,0.083333333,0.0347621061255828,"E08","CTRL","CTRL",0.269716312988103,0.000437405731523364,0.000106652606513796,2.69716312988103e-07,1621.72516255128,NA,15,1.88197922584778,44.3333333333333,62.0439342035514,623.870630503282,"E08","CTRL","Sham","ACT",3,445.785151667505,"E8",0.623870630503282
"99","w12E09","w12",8,"E9","ACTLIVE","Oct",0.7,0.012,12,0.5,0.5,0.176091259055681,"E09","ACTL","ACTL",0.674290782470258,0.00013197586726997,3.73284122798287e-05,6.74290782470258e-07,195.725450652726,1.2,15,1.22984119651632,94.6666666666667,93.9197372733254,944.391526126952,"E09","ACTL","Ctrl","Ctrl",3,951.902128372717,"E9",0.944391526126953
"100","w12E10","w12",17,"E10","ACTSHAM","Oct",0.65,0.014,1,0.041666667,0,0.0177287670994059,"E10","ACTS","ACTS",-0.584385344807557,0.000273378582202123,6.66578790711227e-05,-5.84385344807557e-07,-467.805335351367,3.65,12,1.12966876499723,111,105.159033919573,1586.10910889251,"E10","ACTS","Sham","AMB",2,1674.20814479638,"E10",1.58610910889251
